,Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume,sentiment
0,2018-09-14,148.85,149.3,147.78,148.33,3452144.0,0.0,1.0,145.2673322502049,145.70650120897278,144.22308605935697,144.75984812007323,3452144.0,-4.0
1,2018-09-17,148.44,149.07,147.77,147.94,3551675.0,0.0,1.0,144.8672005322165,145.48203707449144,144.21332674916215,144.37923502247443,3551675.0,-7.0
2,2018-09-18,147.76,148.985,147.47,148.56,3629596.0,0.0,1.0,144.2035674389673,145.39908293783532,143.9205474433169,144.98431225455457,3629596.0,-9.0
3,2018-09-19,148.63,149.9599,148.23,149.06,4246182.0,0.0,1.0,145.05262742591844,146.35051808873033,144.6622550181248,145.4722777642966,4246182.0,-5.0
4,2018-09-20,149.58,151.38,149.44,151.15,5952223.0,0.0,1.0,145.97976189442832,147.73643772949967,145.84313155170054,147.5119735950183,5952223.0,-7.0
5,2018-09-21,151.48,152.6,150.74,151.35,19947527.0,0.0,1.0,147.83403083144805,148.92707357327023,147.1118418770299,147.70715979891511,19947527.0,-8.0
6,2018-09-24,151.1,151.2,149.46,150.03,4235483.0,0.0,1.0,147.4631770440441,147.5607701459925,145.86265017209024,146.41893085319612,4235483.0,3.0
7,2018-09-25,149.91,150.41,148.36,148.91,4069985.0,0.0,1.0,146.30181913085806,146.7897846406001,144.78912605065776,145.32588811137398,4069985.0,5.0
8,2018-09-26,152.4,153.35,151.34,151.61,7157761.0,0.0,1.0,148.7318873693734,149.65902183788333,147.69740048872032,147.960901863981,7157761.0,8.0
9,2018-09-27,152.01,152.3888,151.16,151.5,3475447.0,0.0,1.0,148.35127427177463,148.7209569419552,147.52173290521316,147.85354945183775,3475447.0,8.0
10,2018-09-28,151.16,151.625,150.79,151.21,3305325.0,0.0,1.0,147.52173290521316,147.97554082927326,147.16063842800403,147.5705294561874,3305325.0,-9.0
11,2018-10-01,151.71,153.42,151.71,153.0,3757379.0,0.0,1.0,148.0584949659294,149.72733700924718,148.0584949659294,149.31744598106388,3757379.0,-5.0
12,2018-10-02,152.99,153.84,152.5,153.75,3029925.0,0.0,1.0,149.30768667086903,150.1372280374305,148.82948047132186,150.0493942456769,3029925.0,-8.0
13,2018-10-03,154.0,154.36,152.8,153.22,3315298.0,0.0,1.0,150.2933770005479,150.64471216756226,149.1222597771671,149.53215080535037,3315298.0,2.0
14,2018-10-04,151.69,152.8,150.36,151.31,4237868.0,0.0,1.0,148.03897634553974,149.1222597771671,146.74098808962592,147.66812255813582,4237868.0,-5.0
15,2018-10-05,150.9,151.79,147.87,149.03,4602249.0,0.0,1.0,147.2679908401473,148.13656944748809,144.31091985111055,145.4429998337121,4602249.0,-4.0
16,2018-10-08,148.5,149.07,147.18,148.39,3239218.0,0.0,1.0,144.9257563933855,145.48203707449144,143.63752744766654,144.81840398124226,3239218.0,-4.0
17,2018-10-09,148.08,148.36,146.93,147.24,3642488.0,0.0,1.0,144.51586536520222,144.78912605065776,143.39354469279553,143.6960833088356,3642488.0,1.0
18,2018-10-10,147.5,147.69,142.5,142.69,5314508.0,0.0,1.0,143.94982537390143,144.1352522676034,139.07017027648106,139.25559717018302,5314508.0,-7.0
19,2018-10-11,142.62,144.19,138.78,139.02,8710491.0,0.0,1.0,139.18728199881917,140.71949369940916,135.4397068840003,135.67393032867648,8710491.0,7.0
20,2018-10-12,141.12,141.54,139.08,140.85,6563227.0,0.0,1.0,137.72338546959304,138.13327649777634,135.73248618984553,137.45988409433232,6563227.0,1.0
21,2018-10-15,140.38,142.26,140.14,141.13,4965333.0,0.0,1.0,137.0011965151748,138.83594683180488,136.7669730704986,137.73314477978786,4965333.0,0.0
22,2018-10-16,142.93,145.45,141.58,145.12,8671652.0,0.0,1.0,139.4898206148592,141.9491667839591,138.17231373855572,141.62710954752933,8671652.0,7.0
23,2018-10-17,135.89,137.15,133.4193,134.05,19463962.0,0.0,1.0,132.61926623769128,133.84893932224122,130.20803346785198,130.82355316184058,19463962.0,-4.0
24,2018-10-18,132.73,133.4,130.04,130.55,9996616.0,0.0,1.0,129.5353242161216,130.18919799917595,126.91006977370942,127.40779459364633,9996616.0,8.0
25,2018-10-19,130.65,131.89,127.96,129.1,7790437.0,0.0,1.0,127.5053876955947,128.715542159755,124.88013325318256,125.9926946153944,7790437.0,9.0
26,2018-10-22,129.58,130.4379,128.4,130.02,5631032.0,0.0,1.0,126.46114150474678,127.2983927263622,125.30954290175556,126.89055115331978,5631032.0,-2.0
27,2018-10-23,129.02,131.9,128.41,131.21,6462031.0,0.0,1.0,125.9146201338357,128.72530146994984,125.3193022119504,128.05190906650586,6462031.0,-7.0
28,2018-10-24,131.17,131.69,127.0,127.21,5653776.0,0.0,1.0,128.01287182572642,128.52035595585818,123.94323947447785,124.14818498856951,5653776.0,2.0
29,2018-10-25,127.25,127.79,125.14,126.45,10304327.0,0.0,1.0,124.18722222934888,124.71422497987028,122.12800777823746,123.40647741376159,10304327.0,-2.0
30,2018-10-26,125.21,125.78,123.71,124.79,8766885.0,0.0,1.0,122.19632294960137,122.75260363070728,120.73242642037523,121.78643192141804,8766885.0,-9.0
31,2018-10-29,119.34,123.95,118.3,119.64,20450448.0,0.0,1.0,116.46760786522982,120.96664986505142,115.45263960496638,116.76038717107504,20450448.0,-7.0
32,2018-10-30,120.48,121.5,115.15,115.4,21458594.0,0.0,1.0,117.58016922744169,118.57561886731544,112.37845689359152,112.62243964846256,21458594.0,-1.0
33,2018-10-31,116.49,116.5,114.09,115.43,21644978.0,0.0,1.0,113.6862044597002,113.69596376989504,111.3439700129384,112.65171757904707,21644978.0,-5.0
34,2018-11-01,115.5,117.0,115.11,116.83,13626730.0,0.0,1.0,112.72003275041095,114.18392927963707,112.33941965281215,114.0180210063248,13626730.0,1.0
35,2018-11-02,117.51,117.75,114.5384,115.67,10592681.0,0.0,1.0,114.68165409957396,114.91587754425015,111.78157748207506,112.88594102372323,10592681.0,-9.0
36,2018-11-05,116.1,120.77,116.0,120.06,9144598.0,0.0,1.0,113.3055913621014,117.86318922309204,113.207998260153,117.17027819925836,9144598.0,3.0
37,2018-11-06,120.7,123.81,120.31,123.12,9596230.0,0.0,1.0,117.79487405172816,120.83001952232365,117.41426095412938,120.15662711887964,9596230.0,-10.0
38,2018-11-07,123.79,125.06,122.33,124.84,12382666.0,0.0,1.0,120.81050090193395,122.04993329667873,119.38564161348721,121.83522847239223,12382666.0,-2.0
39,2018-11-08,122.66,124.404,122.63,123.38,10396439.0,1.57,1.0,121.23096913030572,122.95465093499556,121.20131864054615,121.94258088453549,10396439.0,3.0
40,2018-11-09,123.61,124.57,121.96,123.54,6961902.0,0.0,1.0,122.16990130602554,123.11871697833185,120.53912436924904,122.10071682991988,6961902.0,-7.0
41,2018-11-12,123.5,123.57,120.65,120.9,5379113.0,0.0,1.0,122.06118284357376,122.13036731967944,119.24438631641438,119.49147373107748,5379113.0,-9.0
42,2018-11-13,121.19,122.2505,119.9,120.84,4084385.0,0.0,1.0,119.77809513208669,120.82623994508758,118.50312407242508,119.43217275155834,4084385.0,-2.0
43,2018-11-14,121.11,121.93,119.77,120.2,4762275.0,0.0,1.0,119.69902715939449,120.50947387948948,118.37463861680023,118.79962897002079,4762275.0,-2.0
44,2018-11-15,119.66,121.44,119.51,121.44,5207973.0,0.0,1.0,118.26592015434849,120.0251825467498,118.11766770555063,120.0251825467498,5207973.0,-6.0
45,2018-11-16,120.89,121.85,120.5405,121.57,4076290.0,0.0,1.0,119.48159023449095,120.43040590679728,119.13616202879193,120.15366800237459,4076290.0,-1.0
46,2018-11-19,121.63,122.18,119.77,120.31,4130533.0,0.0,1.0,120.21296898189372,120.7565612941526,118.37463861680023,118.90834743247255,4130533.0,9.0
47,2018-11-20,118.49,119.49,116.6955,117.2,6233777.0,0.0,1.0,117.10955105372514,118.09790071237757,115.33595759127338,115.83457999406352,6233777.0,6.0
48,2018-11-21,117.61,119.51,117.39,118.57,5334402.0,0.0,1.0,116.23980335411102,118.11766770555063,116.0223664292075,117.18861902641736,5334402.0,6.0
49,2018-11-23,118.09,118.3382,116.91,117.19,2334730.0,0.0,1.0,116.71421119026418,116.95951957554172,115.54795859305432,115.82469649747699,2334730.0,-2.0
50,2018-11-26,118.37,120.25,118.06,119.56,5011030.0,0.0,1.0,116.99094909468687,118.84904645295342,116.68456070050463,118.16708518848324,5011030.0,7.0
51,2018-11-27,118.38,120.04,118.37,120.03,4902585.0,0.0,1.0,117.00083259127338,118.6414930246364,116.99094909468687,118.63160952804986,4902585.0,-6.0
52,2018-11-28,121.01,123.09,120.22,123.0,5104520.0,0.0,1.0,119.60019219352924,121.65595948352629,118.81939596319384,121.56700801424758,5104520.0,1.0
53,2018-11-29,122.44,123.1208,121.4,121.48,5199654.0,0.0,1.0,121.0135322054022,121.6864006530128,119.98564856040369,120.06471653309588,5199654.0,-9.0
54,2018-11-30,121.66,124.69,121.48,124.27,7250604.0,0.0,1.0,120.24261947165331,123.23731893737015,120.06471653309588,122.82221208073614,7250604.0,-4.0
55,2018-12-03,125.67,126.59,124.36,125.31,5764589.0,0.0,1.0,124.20590160284952,125.11518328880976,122.91116355001483,123.85009572573463,5764589.0,-4.0
56,2018-12-04,124.49,124.92,121.33,121.6,6000504.0,0.0,1.0,123.03964900563965,123.46463935886021,119.916464084298,120.18331849213415,6000504.0,-2.0
57,2018-12-06,119.72,123.91,119.301,123.91,6936685.0,0.0,1.0,118.32522113386764,122.46640620362128,117.91110262689226,122.46640620362128,6936685.0,0.0
58,2018-12-07,123.9,124.05,118.87,119.34,6947439.0,0.0,1.0,122.45652270703476,122.6047751558326,117.48512392401308,117.94964826357972,6947439.0,-8.0
59,2018-12-10,119.74,121.6822,118.52,121.13,6549092.0,0.0,1.0,118.34498812704065,120.26456083407541,117.13920154348473,119.71879415256753,6549092.0,-2.0
60,2018-12-11,123.25,123.81,120.0,120.89,4814887.0,0.0,1.0,121.81409542891066,122.36757123775602,118.60195903829029,119.48159023449095,4814887.0,-5.0
61,2018-12-12,122.51,122.88,121.0,121.16,3560570.0,0.0,1.0,121.08271668150788,121.44840605520928,119.59030869694271,119.7484446423271,3560570.0,1.0
62,2018-12-13,121.26,121.79,120.17,120.73,3993033.0,0.0,1.0,119.84727960819237,120.37110492727814,118.76997848026122,119.32345428910658,3993033.0,2.0
63,2018-12-14,119.5,121.11,119.44,119.9,4553463.0,0.0,1.0,118.10778420896408,119.69902715939449,118.04848322944494,118.50312407242508,4553463.0,4.0
64,2018-12-17,119.07,119.78,115.07,116.1,7373178.0,0.0,1.0,117.68279385574354,118.38452211338677,113.72939522113388,114.74739536954586,7373178.0,-10.0
65,2018-12-18,116.9,118.23,116.02,116.65,6290084.0,0.0,1.0,115.53807509646781,116.8525801424755,114.6683273968537,115.29098768180471,6290084.0,-3.0
66,2018-12-19,117.15,120.27,115.97,116.43,6979326.0,0.0,1.0,115.78516251113092,118.86881344612644,114.61890991392107,115.07355075690116,6979326.0,1.0
67,2018-12-20,115.7,116.45,111.7,113.02,8454350.0,0.0,1.0,114.35205550608492,115.09331775007422,110.39865687147524,111.70327842089641,8454350.0,-3.0
68,2018-12-21,112.5,115.28,110.44,110.94,10386453.0,0.0,1.0,111.18933659839716,113.93694864945087,109.15333630157318,109.64751113089942,10386453.0,6.0
69,2018-12-24,109.9,111.0,107.5,107.57,3821376.0,0.0,1.0,108.61962748590088,109.70681211041851,106.24758830513508,106.31677278124072,3821376.0,6.0
70,2018-12-26,108.0,111.39,105.94,111.39,6645794.0,0.0,1.0,106.7417631344613,110.09226847729298,104.70576283763727,110.09226847729298,6645794.0,-2.0
71,2018-12-27,109.99,113.78,109.4699,113.78,6045590.0,0.0,1.0,108.70857895517958,112.45442416147226,108.19453829771446,112.45442416147226,6045590.0,-3.0
72,2018-12-28,114.22,114.8,112.5,113.03,5116403.0,0.0,1.0,112.88929801127932,113.46254081329771,111.18933659839716,111.71316191748295,5116403.0,4.0
73,2018-12-31,113.33,114.35,112.4201,113.67,4982755.0,0.0,1.0,112.00966681507866,113.01778346690412,111.11036746067086,112.34570569902048,4982755.0,-7.0
74,2019-01-02,112.01,115.98,111.69,115.21,4237771.0,0.0,1.0,110.70504526565749,114.62879341050758,110.3887733748887,113.86776417334521,4237771.0,-5.0
75,2019-01-03,114.53,114.88,112.69,112.91,4220381.0,0.0,1.0,113.19568640546156,113.54160878598991,111.37712303354112,111.59455995844463,4220381.0,-8.0
76,2019-01-04,114.91,117.49,114.44,117.32,4474762.0,0.0,1.0,113.5712592757495,116.12120139507273,113.10673493618285,115.9531819531018,4474762.0,3.0
77,2019-01-07,117.5,118.83,116.67,118.15,3751082.0,0.0,1.0,116.13108489165926,117.44558993766695,115.31075467497774,116.7735121697833,3751082.0,9.0
78,2019-01-08,119.66,120.57,118.98,119.83,4763528.0,0.0,1.0,118.26592015434849,119.16531834372219,117.59384238646484,118.4339395963194,4763528.0,-7.0
79,2019-01-09,120.91,121.4,119.87,120.69,3633578.0,0.0,1.0,119.50135722766399,119.98564856040369,118.47347358266548,119.28392030276045,3633578.0,-7.0
80,2019-01-10,120.08,121.86,119.95,121.79,3909971.0,0.0,1.0,118.68102701098248,120.44028940338379,118.55254155535769,120.37110492727814,3909971.0,-8.0
81,2019-01-11,121.58,121.615,120.2,121.46,3722370.0,0.0,1.0,120.16355149896113,120.19814373701395,118.79962897002079,120.04494953992285,3722370.0,2.0
82,2019-01-14,120.51,120.6548,119.7607,120.39,5228709.0,0.0,1.0,119.10601736420305,119.2491303947759,118.36544696497478,118.98741540516475,5228709.0,-1.0
83,2019-01-15,120.96,121.93,120.82,121.73,3507505.0,0.0,1.0,119.5507747105966,120.50947387948948,119.41240575838528,120.311803947759,3507505.0,6.0
84,2019-01-16,121.58,122.0,120.83,121.62,3800723.0,0.0,1.0,120.16355149896113,120.57865835559515,119.42228925497182,120.20308548530724,3800723.0,1.0
85,2019-01-17,120.56,122.4085,120.55,122.19,5019597.0,0.0,1.0,119.1554348471357,120.98239919115466,119.14555135054913,120.7664447907391,5019597.0,-2.0
86,2019-01-18,123.27,124.7175,122.71,123.82,6008509.0,0.0,1.0,121.83386242208373,123.2644985529831,121.28038661323835,122.37745473434255,6008509.0,2.0
87,2019-01-22,123.3,123.8,121.54,122.52,9985231.0,0.0,1.0,121.86351291184329,122.35768774116949,120.12401751261505,121.0926001780944,9985231.0,-7.0
88,2019-01-23,131.37,135.0,130.31,132.89,22063666.0,0.0,1.0,129.8394946571683,133.4272039180766,128.79184401899678,131.34178613831995,22063666.0,7.0
89,2019-01-24,132.63,133.2054,131.43,132.53,6322928.0,0.0,1.0,131.08481522707035,131.65351162065895,129.89879563668742,130.98598026120513,6322928.0,1.0
90,2019-01-25,132.87,134.44,132.43,133.97,5708500.0,0.0,1.0,131.32201914514695,132.87372810923122,130.88714529533988,132.4092037696646,5708500.0,2.0
91,2019-01-28,133.1,134.805,132.58,134.27,5357179.0,0.0,1.0,131.549339566637,133.23447573463935,131.03539774413775,132.7057086672603,5357179.0,6.0
92,2019-01-29,134.29,135.4149,133.6,134.33,5035017.0,0.0,1.0,132.72547566043337,133.8372701914515,132.0435143959632,132.76500964677948,5035017.0,-2.0
93,2019-01-30,134.0,135.03,133.25,134.38,4499519.0,0.0,1.0,132.4388542594242,133.45685440783618,131.69759201543485,132.81442712971207,4499519.0,9.0
94,2019-01-31,134.45,134.716,133.74,134.42,4884031.0,0.0,1.0,132.88361160581775,133.1465126150193,132.18188334817458,132.85396111605817,4884031.0,9.0
95,2019-02-01,134.97,135.2,133.35,134.1,3805647.0,0.0,1.0,133.39755342831702,133.62487384980707,131.7964269813001,132.5376892252894,3805647.0,5.0
96,2019-02-04,134.02,135.2,132.99,135.19,3966267.0,0.0,1.0,132.45862125259723,133.62487384980707,131.44062110418523,133.61499035322055,3966267.0,7.0
97,2019-02-05,135.28,135.82,134.92,135.55,5397178.0,0.0,1.0,133.70394182249927,134.23765063817154,133.3481359453844,133.97079623033542,5397178.0,2.0
98,2019-02-06,135.22,136.65,135.17,136.32,4877094.0,0.0,1.0,133.64464084298012,135.0579808548531,133.5952233600475,134.73182546749777,4877094.0,-7.0
99,2019-02-07,133.55,134.47,132.12,133.19,4378580.0,1.57,1.0,133.55,134.47,132.12,133.19,4378580.0,8.0
100,2019-02-08,132.34,133.71,132.19,133.71,3249874.0,0.0,1.0,132.34,133.71,132.19,133.71,3249874.0,2.0
101,2019-02-11,134.29,135.15,133.91,133.99,3095069.0,0.0,1.0,134.29,135.15,133.91,133.99,3095069.0,6.0
102,2019-02-12,135.15,136.2,134.86,136.05,3313651.0,0.0,1.0,135.15,136.2,134.86,136.05,3313651.0,2.0
103,2019-02-13,136.92,137.92,136.41,137.52,4252517.0,0.0,1.0,136.92,137.92,136.41,137.52,4252517.0,-7.0
104,2019-02-14,137.17,137.6019,136.21,136.48,2789419.0,0.0,1.0,137.17,137.6019,136.21,136.48,2789419.0,-6.0
105,2019-02-15,137.58,138.185,137.385,138.03,3843612.0,0.0,1.0,137.58,138.185,137.385,138.03,3843612.0,3.0
106,2019-02-19,137.81,138.7,137.36,138.7,3385675.0,0.0,1.0,137.81,138.7,137.36,138.7,3385675.0,1.0
107,2019-02-20,138.76,139.24,137.2203,138.0,3801979.0,0.0,1.0,138.76,139.24,137.2203,138.0,3801979.0,2.0
108,2019-02-21,137.82,138.35,137.35,137.84,2937467.0,0.0,1.0,137.82,138.35,137.35,137.84,2937467.0,-4.0
109,2019-02-22,138.73,139.38,138.43,139.25,3113181.0,0.0,1.0,138.73,139.38,138.43,139.25,3113181.0,2.0
110,2019-02-25,140.0,140.47,139.32,139.46,3194161.0,0.0,1.0,140.0,140.47,139.32,139.46,3194161.0,6.0
111,2019-02-26,139.67,140.49,139.47,139.72,3060379.0,0.0,1.0,139.67,140.49,139.47,139.72,3060379.0,9.0
112,2019-02-27,139.25,139.57,138.4007,139.17,2530868.0,0.0,1.0,139.25,139.57,138.4007,139.17,2530868.0,-8.0
113,2019-02-28,138.77,139.055,137.72,138.13,3457755.0,0.0,1.0,138.77,139.055,137.72,138.13,3457755.0,7.0
114,2019-03-01,139.31,140.04,138.64,139.2,2979598.0,0.0,1.0,139.31,140.04,138.64,139.2,2979598.0,5.0
115,2019-03-04,139.99,140.08,137.17,138.43,3406964.0,0.0,1.0,139.99,140.08,137.17,138.43,3406964.0,8.0
116,2019-03-05,138.37,138.74,137.555,137.88,4250650.0,0.0,1.0,138.37,138.74,137.555,137.88,4250650.0,0.0
117,2019-03-06,138.12,138.3892,136.72,136.98,2768256.0,0.0,1.0,138.12,138.3892,136.72,136.98,2768256.0,9.0
118,2019-03-07,136.61,136.89,134.6343,135.36,4358264.0,0.0,1.0,136.61,136.89,134.6343,135.36,4358264.0,-9.0
119,2019-03-08,134.21,135.24,133.58,135.09,3773642.0,0.0,1.0,134.21,135.24,133.58,135.09,3773642.0,-2.0
120,2019-03-11,136.03,137.73,135.84,137.71,3939301.0,0.0,1.0,136.03,137.73,135.84,137.71,3939301.0,2.0
121,2019-03-12,138.52,139.695,137.86,138.28,3954653.0,0.0,1.0,138.52,139.695,137.86,138.28,3954653.0,19.184068813131304
